"subject","competence","code","cycle","text"
"D","D.5.E.1","D.5.E.1.d","2b","können Wörter in ihre Morpheme zerlegen. Sie nutzen dies für die Stammregel.
können Wörter mit regulärer Laut-Buchstaben-Zuordnung im gedruckten und elektronischen Schul-Wörterbuch mit Sicherheit auffinden.
können folgende Rechtschreibregeln in dafür konstruierten Übungen anwenden, wobei die Regel inklusive relevanter Ausnahmen jeweils vorliegt: ie-Regel, f-/v-Regel und e-/ä-Schreibung (Stammregel), Doppelkonsonantenregel (inkl. ck-/tz-Regel), Grossschreibung für konkrete und gebräuchliche abstrakte Nomen (z.B. Liebe, Wut, Glück), Trennregel, Komma bei Aufzählungen, Komma zwischen übersichtlichen Verbgruppen.
"
"D","D.5.E.1","D.5.E.1.e","2b,3a","können Wörter in ihre Morpheme zerlegen. Sie können dies für die Gross-Klein-Schreibung nutzen (z.B. Frei-heit, Entdeck-ung).
"
"D","D.5.E.1","D.5.E.1.f","3a","können folgende Rechtschreibregeln in dafür konstruierten Übungen anwenden: Nomen aus Verben mit vorhergehender Präposition plus Artikel in typischen Fällen (z.B. beim Essen, nach dem Essen), Höflichkeitspronomen ""Sie"" in Briefen.
"
"D","D.5.E.1","D.5.E.1.g","3bo","können Strategien nutzen, um auch Wörter mit nicht-eindeutiger Laut-Buchstaben-Zuordnung im gedruckten und elektronischen Wörterbuch aufzufinden.
können folgende Rechtschreibregel in dafür konstruierten Übungen anwenden: Nomen aus Adjektiven mit vorhergehendem Pronomen in typischen Fällen (z.B. alles Gute, etwas Schönes, viel Schlechtes); Komma bei infinitivischen Verbgruppen, bei Einschüben und Relativsätzen.
"
"D","D.6.A.1","D.6.A.1.a","1","können in vorgelesene und erzählte Geschichten mit Unterstützung von Bilderbüchern eintauchen.
"
"D","D.6.A.1","D.6.A.1.b","1","können zu Geschichten zeichnen und spielen. Sie können die entstandenen Zeichnungen und Handlungen in Bezug zur Geschichte setzen und einzelne Episoden daraus erzählen.
können Lieder und Verse nachsingen, nachsprechen und spielerisch umsetzen.
"
"D","D.6.A.1","D.6.A.1.c","1","können mit Geschichten oder Szenen daraus auf folgende zwei Arten umgehen, um einzelne Eigenschaften der Figuren, Orte und Handlungen zu erkennen: szenisch darstellen (z.B. Handlung, Gespräch), zeichnerisch umsetzen (z.B. Figuren, Orte).
können in Begleitung die Bibliothek in der Schule besuchen und ihre Lieblingsbücher finden und einzelne Aspekte der Geschichten (z.B. Figuren, Orte) in einfachen Formen von Lesetagebüchern festhalten.
"
"D","D.6.A.1","D.6.A.1.d","2a","können die Sichtweise einzelner Figuren erkennen und sich in sie hineinversetzen (z.B. indem sie die Figuren darstellend spielen).
"
"D","D.6.A.1","D.6.A.1.e","2b","können wesentliche Eigenschaften der Figuren, Orte und Handlungen in altersgerechten Geschichten oder einzelnen Szenen erkennen und auf folgende Arten damit umgehen: gestaltend vorlesen (z.B. Lesetheater), szenisch darstellen (z.B. Standbild, Pantomime, Stegreiftheater), schreibend umsetzen (z.B. Textanfang/-schluss ergänzen, aus der Sicht einer Figur schreiben), zeichnerisch umsetzen (z.B. Figurengalerie).
können in einem Lesetagebuch beschreiben, wie sie einen literarischen Text gelesen haben und wie er ihnen gefallen hat. Sie beziehen sich dabei auf den Text.
"
"D","D.6.A.1","D.6.A.1.f","2b,3a","können aufgrund von vorgegebenen literarischen Mustertexten (z.B. Gedicht) oder Textanfängen (z.B. Geschichte) eigene Texte schreiben und dabei einzelne Merkmale übernehmen.
"
"D","D.6.A.1","D.6.A.1.g","3a","können die Innensicht und Gedanken von Figuren in eindeutigen Situationen erkennen und imaginieren (z.B. szenische Darstellung, innerer Monolog).
können einzelne Textteile in eine logische Abfolge bringen, um den Aufbau des literarischen Textes zu verstehen.
können ihre Gedanken und Gefühle beim Lesen eines literarischen Textes reflektieren (z.B. im Lesetagebuch).
"
"D","D.6.A.1","D.6.A.1.h","3bo","können historische Informationen und Tatsachen aus der realen Welt in einem Buch finden, sie mit anderen Quellen vergleichen und darstellen (z.B. auf einem Plakat).
können nach dem Muster eines literarischen Textes (z.B. Gedicht, Kurzgeschichte, Fantasy, Fotoroman) selber einen Text mit den entsprechenden Merkmalen schreiben.
"
"D","D.6.A.1","D.6.A.1.i","3bo","können eine Geschichte aus der Sicht einer einzelnen Figur darstellen, um Innensicht, Gedanken und Beweggründe des Handelns zu verstehen (z.B. Briefwechsel, Tagebuch).
können detailliert mit Bezug zum Text darstellen, wie Figuren, Orte oder Handlungen der Geschichte auf sie wirken.
"
"D","D.6.A.2","D.6.A.2.a","1","können sich darauf einlassen, immer wieder neue Bilderbücher, Hörbücher, Hörspiele, Filme anzuschauen, zu lesen, zu hören und darüber zu sprechen.
"
"D","D.6.A.2","D.6.A.2.b","1","können unter Anleitung einzelne Figuren aus Geschichten beschreiben und darüber sprechen, was ihnen an der Figur/Geschichte gefällt.
entwickeln Interesse am Austausch ihrer eigenen Erfahrungen mit literarischen Texten und können mitteilen, welche Geschichten ihnen gefallen und welche nicht.
können beschreiben, was ihnen an gern genutzten Medien gefällt (z.B. Buch, Fernsehen, Film, Hörbuch, Spielgeschichte).
"
"D","D.6.A.2","D.6.A.2.c","1","können die persönlichen Lese-/Hör- und Seherfahrungen mit literarischen Texten den anderen verständlich mitteilen.
"
"D","D.6.A.2","D.6.A.2.d","1,2a","können im Gespräch Bezug auf den Text nehmen, umschreiben, was sie gelesen, angeschaut oder gehört haben.
können sich auch dann auf literarische Texte einlassen, wenn sie ihnen nicht auf den ersten Blick gefallen.
"
"D","D.6.A.2","D.6.A.2.e","2a","können im Gespräch unter Anleitung ihre eigene Leseart des literarischen Textes formulieren.
können unter Anleitung beschreiben, wie Figuren, Orte oder Handlungen auf sie wirken.
"
"D","D.6.A.2","D.6.A.2.f","2b","entwickeln Interesse am Austausch unterschiedlicher Lese-, Seh- oder Hörerfahrungen eines literarischen Textes und vergleichen ihr Textverstehen.
können ihr Verständnis des literarischen Texts mit Textstellen belegen.
"
"D","D.6.A.2","D.6.A.2.g","2b,3a","können im Gespräch verschiedene Bedeutungen und Verstehensweisen erkennen und sind fähig, einfachere Stellen selbstständig zu analysieren.
können den anderen literarische Texte empfehlen, die ihnen gefallen. Sie können dabei ihren Lese-/Hör-/Sehgeschmack erläutern (z.B. mit Textbeispielen).
"
"D","D.6.A.2","D.6.A.2.h","3a","können ihr Leseverhalten reflektieren: Wann und wo lesen sie was?
können im Gespräch ihr Verstehen eines literarischen Textes formulieren und dieses dialogisch weiterentwickeln.
können im Gespräch verschiedene Bedeutungen eines literarischen Textes erkennen und daher unterschiedliche Verstehensweisen entwickeln.
"
"D","D.6.A.2","D.6.A.2.i","3bo","können sich darauf einlassen, ihr erstes Verstehen eines literarischen Textes zu hinterfragen und zu relativieren.
können erkennen, dass andere einen literarischen Text anders verstehen.
"
"D","D.6.A.2","D.6.A.2.j","3o","können Nicht-Verstandenes erkennen, reflektieren und sind bereit, es im Gespräch zu formulieren. Sie halten die sich daraus ergebenden Ungereimtheiten und Ambivalenzen aus.
können im literarischen Gespräch ihr Verstehen bzw. Nicht-Verstehen erläutern und beziehen sich dabei auf den literarischen Text.
"
"D","D.6.B.1","D.6.B.1.a","1","können Erfahrungen sammeln mit literarischen Texten (z.B. Lied, Vers, Bilderbuch, Märchen, Audiotext, Film) aus der eigenen Kultur und aus anderen Kulturen und unter Anleitung darüber sprechen.
wissen, dass literarische Texte von einer Autorin/einem Autoren verfasst worden sind.
"
"D","D.6.B.1","D.6.B.1.b","2a","kennen einzelne Autor/innen der Kinderliteratur und einzelne Aspekte aus deren Leben.
"
"D","D.6.B.1","D.6.B.1.c","2b","kennen einzelne bedeutende Vertreter/innen von Kinderliteratur auch aus anderen Kulturen und können ihr Wissen über die Autor/innen in Bezug zu einzelnen Texten setzen und schriftlich festhalten (z.B. Lesetagebuch, Plakat).
können in Bibliotheken und Buchhandlungen gezielt nach Autor/innen suchen.
können beim eigenen Schreiben einfache sprachliche Muster von Autor/innen übernehmen und somit ihren Wortschatz erweitern (z.B. auffallende Wörter und Wendungen).
"
"D","D.6.B.1","D.6.B.1.d","2b,3a","entwickeln Interesse für literarische Texte der Kinder- und Jugendliteratur aus verschiedenen Zeiten und Kulturen. Sie können diese Texte in Bezug zur eigenen Zeit und Kultur setzen.
können erkennen, wie Autor/innen sprachlich gestalten. Sie können dabei unter Anleitung sprachliche Muster für ihr eigenes Schreiben nutzen (z.B. Wortwahl, Wendungen, Satzmuster) und reflektieren eigene Gestaltungsprobleme (z.B. Ideen finden, Texte überarbeiten).
"
"D","D.6.B.1","D.6.B.1.e","3a","können über einzelne bedeutende Autor/innen der Kinder- und Jugendliteratur Informationen sammeln und dieses Wissen in Bezug zu einzelnen Texten setzen.
kennen einzelne ausgewählte Texte bedeutender Vertreter/innen der deutschen Literatur.
können sich mit literarischen Texten aus anderen Kulturen auseinandersetzen und unter Anleitung Unterschiede zur eigenen Kultur erkennen und diese darstellen.
"
"D","D.6.B.1","D.6.B.1.f","3bo","kennen mehrere Werke einer ausgewählten Autorin/eines ausgewählten Autors und können diese in Bezug zu deren Zeit und Kultur setzen.
können literarische Texte kritisch lesen und unter Anleitung deren kulturelle Bedingtheit erkennen (z.B. eine andere Kultur, eine Person aus einer anderen Kultur/mit einer anderen Lebensweise wird stereotyp dargestellt).
"
"D","D.6.C.1","D.6.C.1.a","1","können Bilder und Spiele mit ihrer Wirklichkeit verknüpfen und diese als real erleben (z.B. Puppentheater).
"
"D","D.6.C.1","D.6.C.1.b","1","können sich in erzählte Geschichten hineinversetzen.
können Verse, Reime, Lieder und Gedichte rhythmisch nachsprechen oder singen und Takt, Rhythmus und spezifische Wortwahl (z.B. Sprachspiel) als Bereicherung erleben.
können sich gemeinsam mit typischen Genres wie Märchen und anderen Geschichten in Bilderbüchern auseinandersetzen und beschreiben, was ihnen daran gefällt.
"
"D","D.6.C.1","D.6.C.1.c","1","können einzelne typische Merkmale bekannter Genres benennen (z.B. Märchenanfang/-ende, typische Figuren).
können Erfahrungen sammeln mit vielfältigen, altersgerechten literarischen Texten (z.B. Bilderbuch, vorgelesener Text, Audiotext, Film, Theater) und sich darüber austauschen, inwiefern diese sie bereichern.
können verschiedene Figuren, die Stimmung von unterschiedlichen Orten, unterschiedliche Spannung von Handlungen erleben und verstehen.
"
"D","D.6.C.1","D.6.C.1.d","1,2a","können unter Anleitung verschiedene Handlungsabsichten von typischen Figuren erkennen und verstehen (z.B. gut/böse; dumm/klug).
"
"D","D.6.C.1","D.6.C.1.e","2a","können einfache formale und sprachliche Merkmale von literarischen Texten v.a. bei sprachspielerischen Elementen selbstständig erkennen (z.B. Reim, Vers, Strophe, Wortwahl).
"
"D","D.6.C.1","D.6.C.1.f","2b","kennen einzelne typische inhaltliche, formale oder sprachliche Merkmale von Erzähltexten (z.B. Märchen, Sage, Fabel, Kurzgeschichte), lyrischen Texten (z.B. Reim) und Theaterstücken/Filmen (z.B. Dialog).
können sich mit literarischen Texten auseinandersetzen, wenn ihnen das Textmuster vertraut ist (z.B. Buch, Audiotext, Film), und sich darüber austauschen, inwiefern literarische Texte sie bereichern.
können Besonderheiten von fiktionalen und realistischen Texten erkennen in Bezug auf Inhalt (z.B. Spannung, Figuren, Handlungen, Orte), Form (z.B. Reimschema, Aufbau) und Sprache (z.B. besondere Wortwahl, Variation, Wiederholungen).
"
"D","D.6.C.1","D.6.C.1.g","2b,3a","können unter Anleitung Unterschiede zwischen eigentlicher und übertragener Bedeutung von Aussagen erkennen.
können die Figuren selbst und deren Handeln mithilfe von Kategorien wie gerecht/ungerecht beurteilen.
"
"D","D.6.C.1","D.6.C.1.h","3a","können sich mit unvertrauten literarischen Texten auseinandersetzen (z.B. aus einer anderen Zeit, Theater, unbekanntes Filmgenre) und sich darüber austauschen.
können eindeutige oder gebräuchliche inhaltliche Gestaltungsprinzipien der Texte erkennen (z.B. Elemente von Spannung, Motive).
können unterschiedliche Wirkung von Fiktion und Realität in komplexeren Geschichten erklären.
kennen einzelne typische inhaltliche, formale oder sprachliche Merkmale von Erzähltexten (z.B. Kurzgeschichte, Roman) und lyrischen Texten (z.B. Ballade).
"
"D","D.6.C.1","D.6.C.1.i","3bo","können typische Perspektiven von Figuren in literarischen Texten nachvollziehen.
können die Sprechweise der Figuren analysieren, um die Figuren und deren Motive genauer zu erfassen.
"
"MA","MA.1.A.1","MA.1.A.1.a","1","können Anzahlen mit verschieden angeordneten Elementen vergleichen und die Begriffe ist/wird grösser/kleiner; ist/wird mehr/weniger; sind gleich viele; am meisten; am wenigsten verwenden.
"
"MA","MA.1.A.1","MA.1.A.1.b","1","verstehen und verwenden die Begriffe plus, minus, gleich und die Symbole +, - , =.
"
"MA","MA.1.A.1","MA.1.A.1.c","1","verstehen und verwenden die Begriffe mal, grösser als, kleiner als, gerade, ungerade, ergänzen, halbieren, verdoppeln, Zehner, Einer und die Symbole ·, <, >.
können natürliche Zahlen bis 100 lesen und schreiben.
"
"MA","MA.1.A.1","MA.1.A.1.d","1,2a","verstehen und verwenden den Begriff durch und das Symbol :.
"
"MA","MA.1.A.1","MA.1.A.1.e","2a","verstehen und verwenden die Begriffe Addition, Subtraktion, Multiplikation, Division, Rest, Zahlenstrahl, Quadratzahl, Hunderter, Tausender, Stellenwerte.
können natürliche Zahlen bis 1'000 lesen und schreiben.
"
"MA","MA.1.A.1","MA.1.A.1.f","2a","verstehen und verwenden die Begriffe Summand, Summe, Differenz, Faktor, Produkt, Quotient.
können natürliche Zahlen bis 1 Million lesen und schreiben.
"
"MA","MA.1.A.1","MA.1.A.1.g","2b","verstehen und verwenden die Begriffe Bruch, Prozent, Teiler, Vielfache, Zähler, Nenner, überschlagen, runden.
verwenden die Symbole %, ≈.
können Dezimalzahlen und Brüche lesen und schreiben.
"
"MA","MA.1.A.1","MA.1.A.1.h","2b,3","verstehen und verwenden die Begriffe Gleichung, Klammer, Primzahl.
können die Symbole +, -, /, *, =, x², (), ≠ verwenden und Rechner entsprechend nutzen.
können Brüche (Nenner 2, 3, 4, 5, 6, 8, 10, 20, 50, 100, 1'000), Dezimalzahlen und Prozentzahlen je in die beiden anderen Schreibweisen übertragen.
"
"MA","MA.1.A.1","MA.1.A.1.i","3a","verstehen und verwenden die Begriffe Term, Variable, Unbekannte, hoch, Potenz, Zehnerpotenz, Vorzeichen, positive Zahlen, negative Zahlen, (Quadrat-) Wurzel.
Erweiterung: verstehen und verwenden die Begriffe Basis, Exponent.
können die Symbole √, ≤, ≥ verwenden und Rechner entsprechend nutzen.
können Zahlen bis 1 Milliarde lesen und schreiben.
"
"MA","MA.1.A.1","MA.1.A.1.j","3b","können Zahlen in wissenschaftlicher Schreibweise mit positiven Exponenten lesen und schreiben (z.B. 1.32 · 10⁸ = 132 000 000).
können Potenzen mit rationaler Basis und natürlichem Exponenten lesen und schreiben.
"
"MA","MA.1.A.1","MA.1.A.1.k","3bo","verstehen und verwenden die Begriffe natürliche Zahlen, ganze Zahlen, rationale Zahlen, Kehrwert, 3. Wurzel.
können Zahlen in wissenschaftlicher Schreibweise, auch mit negativen Exponenten, lesen und schreiben.
"
"MA","MA.1.A.1","MA.1.A.1.l","3bo","verstehen und verwenden die Begriffe reelle Zahlen, irrationale Zahlen.
"
"MA","MA.1.A.2","MA.1.A.2.a","1","können bis zu 20 Elemente auszählen und Zahlpositionen vergleichen.
"
"MA","MA.1.A.2","MA.1.A.2.b","1","können im Zahlenraum bis 20 von beliebigen Zahlen aus vorwärts und rückwärts zählen.
können in 2er-Schritten vorwärts zählen, von 2 bis 20.
können Fingerbilder von 1 bis 10 spontan zeigen sowie Anzahlen bis 5 ohne Zählen erfassen.
"
"MA","MA.1.A.2","MA.1.A.2.c","1","können im Zahlenraum bis 100 in 1er-, 2er-, 5er- und 10er-Schritten vorwärts zählen.
können im 100er-Raum Zahlen ordnen (z.B. auf dem Zahlenstrahl und auf der 100er-Tafel).
"
"MA","MA.1.A.2","MA.1.A.2.d","1,2a","können im Zahlenraum bis 100 von beliebigen Zahlen aus vorwärts und rückwärts zählen.
können im Zahlenraum bis 100 von beliebigen 10er-Zahlen aus in 2er-, 5er- und 10er-Schritten vorwärts und rückwärts zählen.
"
"MA","MA.1.A.2","MA.1.A.2.e","2a","können im Zahlenraum bis 1'000 von beliebigen Zahlen aus in 1er-, 2er-, 10er- und 100er-Schritten vorwärts und rückwärts zählen.
können Zahlen bis 1'000 ordnen.
"
"MA","MA.1.A.2","MA.1.A.2.f","2a","können im Zahlenraum bis 1 Million von beliebigen Zahlen aus in angemessenen Schritten vorwärts und rückwärts zählen (z.B. von 320'000 in 20'000er-Schritten).
können Zahlen bis 1 Million ordnen (z.B. die ungefähre Position von 72'000 auf einem Zahlenstrahl bestimmen).
"
"MA","MA.1.A.2","MA.1.A.2.g","2b","können von beliebigen Dezimalzahlen aus in angemessenen Schritten vorwärts und rückwärts zählen (z.B. von 0.725 in 0.005er-Schritten).
können Brüche mit den Nennern 2, 3, 4, 5, 6, 8, 10, 20, 50, 100 ordnen.
können Dezimalzahlen ordnen (z.B. 1.043; 1.43; 1.05; 1.5; 1.403).
können Grundoperationen mit natürlichen Zahlen überschlagen (z.B. 13'567 + 28'902 ≈ 40'000; 592'000 : 195 ≈ 600'000 : 200).
"
"MA","MA.1.A.2","MA.1.A.2.h","2b,3a","können Summen und Differenzen mit Dezimalzahlen überschlagen (z.B. 0.723 - 0.04 ≈ 0.7; 23'268 + 4'785 ≈ 28'000).
können in Prozentrechnungen Ergebnisse überschlagen (z.B. 263 von 830 sind etwa 30%; 45% von 13'000 sind mehr als 5'000).
"
"MA","MA.1.A.2","MA.1.A.2.i","3a","Erweiterung: können Produkte und Quotienten von Dezimalzahlen überschlagen. (z.B. 0.382 : 42.8 → 0.4 : 40 = 0.4 : 4 : 10 = 0.01; 32.7 : 0.085 → 30 : 0.1 = 300 : 1 = 300).
"
"MA","MA.1.A.2","MA.1.A.2.j","3a","können positive und negative rationale Zahlen auf dem Zahlenstrahl ordnen.
"
"MA","MA.1.A.3","MA.1.A.3.a","1b","können im Zahlenraum bis 20 ohne Zählen verdoppeln, halbieren, addieren und subtrahieren.
"
"MA","MA.1.A.3","MA.1.A.3.b","1b","können bis 100 ohne 10er-Überträge addieren und subtrahieren ohne Zählen (z.B. 35 + 13)
können auf den nächsten 10er ergänzen.
können bis 100 verdoppeln (5er- und 10er-Zahlen) und halbieren (10er-Zahlen).
können zweistellige Zahlen in 10er und 1er zerlegen (z.B. 25 in zwei 10er und fünf 1er).
"
"MA","MA.1.A.3","MA.1.A.3.c","1b,2a","können im Zahlenraum bis 100 verdoppeln, halbieren, addieren und subtrahieren.
kennen Produkte aus dem kleinen Einmaleins mit den Faktoren 2, 5 und 10.
können Produkte aus dem kleinen Einmaleins in Faktoren zerlegen (z.B. 36 = 6 · 6 = 4 · 9).
"
"MA","MA.1.A.3","MA.1.A.3.d","2a","können beim Addieren und Subtrahieren Rechenwege notieren und Ergebnisse überprüfen.
können schriftlich addieren und subtrahieren.
kennen die Produkte des kleinen Einmaleins.
"
"MA","MA.1.A.3","MA.1.A.3.e","2a","können bis 4 Wertziffern im Kopf addieren und subtrahieren (z.B. 320'000 + 38'000; 402 + 90).
können bis 4 Wertziffern multiplizieren (im Kopf oder mit Notieren eigener Rechenwege, z.B. 45 · 240).
können natürliche Zahlen durch einstellige Divisoren dividieren (im Kopf oder mit Notieren eigener Rechenwege, z.B. 231 : 7).
"
"MA","MA.1.A.3","MA.1.A.3.f","2b","können Dezimalzahlen bis 5 Wertziffern addieren und subtrahieren (im Kopf oder mit Notieren eigener Rechenwege, z.B. 30.8 + 5.6).
können Brüche mit den Nennern 2, 3, 4, 5, 6, 8, 10, 20, 50, 100 am Rechteckmodell kürzen, erweitern, addieren und subtrahieren.
können Grundoperationen mit dem Rechner ausführen.
"
"MA","MA.1.A.3","MA.1.A.3.g","2b,3ao","können Dezimalzahlen bis 5 Wertziffern multiplizieren und die Ergebnisse überprüfen (im Kopf oder mit Notieren eigener Rechenwege, z.B. 308 · 52; 12 · 0,3).
können Brüche mit den Nennern 2, 3, 4, 5, 6, 8, 10, 20, 50, 100 am Rechteckmodell multiplizieren.
können Brüche mit den Nennern 2, 3, 4, 5, 6, 8, 10, 20, 50, 100, 1'000 als Dezimalzahlen schreiben.
können bestimmen, wie oft Stammbrüche in ganzen Zahlen enthalten sind (z.B. Wie viele Male ist ⅕ in 2 enthalten? → 2 : ⅕).
"
"MA","MA.1.A.3","MA.1.A.3.h","3ao","können Prozentrechnungen mit dem Rechner ausführen.
Erweiterung: können natürliche Zahlen in Primfaktoren zerlegen.
"
"MA","MA.1.A.3","MA.1.A.3.i","3ao","können die Grundoperationen mit rationalen Zahlen ausführen.
können Wurzeln und Potenzen mit dem Rechner berechnen (z.B. 4³ · 4³ = 4'096; 4³ + 4³ = 128; ³√8000).
Erweiterung: können die Grundoperationen mit gewöhnlichen Brüchen mit Variablen ausführen und mit Zahlen belegen: ; ; ; .
"
"MA","MA.1.A.3","MA.1.A.3.j","3bo","können Terme mit Potenzen und Quadratwurzeln umformen und berechnen (z.B. ; ).
können Zahlen in wissenschaftlicher Schreibweise addieren, subtrahieren, multiplizieren, dividieren.
"
"MA","MA.1.A.4","MA.1.A.4.a","1","können unterschiedliche Anzahlen einander angleichen (z.B. 8 und 4 Knöpfe ? 6 und 6 Knöpfe).
"
"MA","MA.1.A.4","MA.1.A.4.b","1","können Zahlen bis 20 verschieden zerlegen (z.B. 5 = 1 + 4 = 3 + 2 = 3 + 1 + 1) und umformen (Kommutativgesetz: z.B. 5 + 3 = 3 + 5).
"
"MA","MA.1.A.4","MA.1.A.4.c","1","können die Addition als Umkehroperation der Subtraktion nutzen (z.B. 18 - 15 = 3, weil 15 + 3 = 18).
können Beziehungen zwischen Additionen mit dem Kommutativgesetz (z.B. 2 + 18 = 18 +2) und dem Assoziativgesetz (z.B. 17 + 18 = 17 + 3 + 15 = 20 + 15) nutzen.
"
"MA","MA.1.A.4","MA.1.A.4.d","1,2a","können Beziehungen zwischen Produkten nutzen (z.B. 6 · 8 ist um 8 grösser als 5 · 8 oder mit dem Kommutativgesetz: z.B. 8 · 3 = 3 · 8).
"
"MA","MA.1.A.4","MA.1.A.4.e","2a","verstehen die Division als Umkehroperation der Multiplikation und den Zusammenhang zur Addition (z.B. 28 : 7 = 4 → 28 = 4 · 7 → 28 = 7 + 7 + 7 + 7).
können Beziehungen zwischen dem kleinen Einmaleins und dem Zehnereinmaleins nutzen.
"
"MA","MA.1.A.4","MA.1.A.4.f","2a","können Produkte durch Verdoppeln und Halbieren umformen (z.B. 8 · 26 = 4 · 52 = 2 · 104).
können das Assoziativgesetz bei Summen und Produkten nutzen (z.B. 136 + 58 + 42 = 136 + (58 + 42); 38 · 4 · 25 = 38 · (4 · 25)).
können natürliche Zahlen auf 10er, 100er und 1'000er runden.
"
"MA","MA.1.A.4","MA.1.A.4.g","2b","erkennen Zahlen, die durch 2, 5, 10, 100, 1'000 teilbar sind.
können Dezimalzahlen runden (z.B. 17'456 auf 100er; 1.745 auf Zehntel).
"
"MA","MA.1.A.4","MA.1.A.4.h","2b,3a","können Gleichungen mit Variablen durch Einsetzen oder Umkehroperationen lösen.
können die Rechenregeln Punkt vor Strich und die Klammerregeln befolgen (z.B. 4 + 8 - 2 · 3 = 6; (4 + 8 - 2) · 3 = 30; 4 + (8 - 2) · 3 = 22).
Erweiterung: können Teilbarkeitsregeln durch 3, 4, 6, 8, 9, 25, 50 nutzen und Teiler natürlicher Zahlen bestimmen.
"
"MA","MA.1.A.4","MA.1.A.4.i","3a","können ein Produkt mit gleichen Faktoren als Potenz schreiben und umgekehrt (z.B. 15 · 15 · 15 = 15³ ; a · a · a · a = a⁴).
können das Distributivgesetz bei Termumformungen anwenden (z.B. a · (b + c) = a · b + a · c = ab + ac).
können Rechenergebnisse sinnvoll runden.
Erweiterung: verstehen die Konventionen über die Notation algebraischer Terme (z.B. abc = a · b · c aber 789 ≠ 7 · 8 · 9).
"
"MA","MA.1.A.4","MA.1.A.4.j","3a","Erweiterung: können lineare Gleichungen mit einer Variablen mit Äquivalenzumformungen lösen (z.B. 5x + 3 = 7).
Erweiterung: können Polynome addieren und subtrahieren (z.B. 3(a² + 2b) - 2(a² + b) = a² + 4b).
Erweiterung: können Terme ausmultiplizieren und ausklammern (Faktorzerlegung).
Erweiterung: können Gleichungen sprachlich deuten (z.B. x = y + 1 → x ist um 1 grösser als y) und Textgleichungen umsetzen.
Erweiterung: können Terme mit Variablen umformen bzw. sinnvoll vereinfachen (ausklammern, ausmultiplizieren, kürzen und Vorzeichenregeln).
"
"MA","MA.1.A.4","MA.1.A.4.k","3b","können Terme mit Variablen addieren und subtrahieren (z.B. a + 2a + b + 3b + ¼ + ⅜ = 3a + 4b + ⅝).
"
"MA","MA.1.A.4","MA.1.A.4.l","3bo","können quadratische Gleichungen durch Faktorzerlegung lösen (z.B. x² - 4 = 0).
können Terme mit Binomen umformen und dabei die binomischen Formeln anwenden (z.B. ).
können die Rechenregeln sowie Potenz vor Punkt vor Strich anwenden.
"
"MA","MA.1.A.4","MA.1.A.4.m","3bo","können Bruchterme mit Binomen umformen.
können Rechengesetze bei Termen mit Potenzen und Wurzeln sowie bei Zahlen in wissenschaftlicher Schreibweise befolgen.
können Bruchgleichungen mit der Unbekannten im Nenner (z.B. ) und Gleichungen mit einem Parameter lösen (z.B. ax + a = 7).
können lineare Gleichungssysteme mit 2 Unbekannten lösen.
"
"MA","MA.1.B.1","MA.1.B.1.a","1","können Muster mit Anzahlen bilden, sich Muster einprägen, abdecken und weiterführen (z.B. rot, gelb / rot, rot, gelb, gelb / rot, gelb).
"
"MA","MA.1.B.1","MA.1.B.1.b","1","können Additionen bis 20 systematisch variieren, Auswirkungen beschreiben bzw. mit Anschauungsmaterial aufzeigen (z.B. 8 + 8 = 16, 8 + 9 = 17; die Summe erhöht sich um 1, weil der zweite Summand um 1 zunimmt).
können Zahlenfolgen (figurierte Zahlen) bilden, weiterführen und verändern (z.B. 1, 2, 3 / 2, 3, 4 / 3, 4, 5 / 4, 5, 6).
"
"MA","MA.1.B.1","MA.1.B.1.c","1","können Summen und Differenzen bis 100 systematisch variieren und Auswirkungen mit Hilfe von Anschauungsmaterial austauschen (z.B. Basiszahlen einer Zahlenmauer variieren; 25 + 11, 35 + 11, 45 + 11, ... untersuchen).
"
"MA","MA.1.B.1","MA.1.B.1.d","1,2a","können Produkte systematisch variieren und Auswirkungen beschreiben bzw. mit Anschauungsmaterial zeigen (z.B. 3 · 3, 6 · 3; 3 · 4, 6 · 4; 3 · 5, 6 · 5).
suchen eigene Lösungswege und tauschen sie aus.
"
"MA","MA.1.B.1","MA.1.B.1.e","2a","können Operationen systematisch variieren und Erkenntnisse austauschen (z.B. mit 3 Zahlen < 10 gleiche Ergebnisse bilden: 30 = 8 · 3 + 6 = 7 · 4 + 2 = 7 · 3 + 9; 32 = ...).
"
"MA","MA.1.B.1","MA.1.B.1.f","2a","lassen sich auf offene Aufgaben ein, erforschen Beziehungen, formulieren Vermutungen und suchen Lösungsalternativen.
"
"MA","MA.1.B.1","MA.1.B.1.g","2b","können operative Beziehungen zwischen natürlichen Zahlen erforschen und beschreiben (z.B. die Differenz von 2 Umkehrzahlen ist ein Vielfaches von 9: 41 - 14 = 27; 83 - 38 = 45).
"
"MA","MA.1.B.1","MA.1.B.1.h","2b","können heuristische Strategien verwenden: ausprobieren, Beispiele suchen, Analogien bilden, Regelmässigkeiten untersuchen, Annahmen treffen, Vermutungen formulieren.
können systematische Aufgabenfolgen bilden, weiterführen, verändern und beschreiben (z.B. auf einer Zahlentafel 5 Zahlen mit einer Figur abdecken und die Summe berechnen. Die Figur um eine, zwei, drei, ... Position(en) verschieben).
"
