level_code,level_text,subject_code,subject_name,subject_nick,subject_color,comptetence_code,competence_title,competence_text,cycle_code,cycle_name,cycle_ladder,cycle_optional
MA.2.B.1.h,"können beim Erforschen geometrischer Beziehungen Vermutungen formulieren, überprüfen und allenfalls neue Vermutungen formulieren.
lassen sich auf Forschungsaufgaben zu Form und Raum ein (z.B. Rechtecke auf Rasterlinien zeichnen und die Anzahl Gitterpunkte auf den Diagonalen untersuchen).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.1,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können geometrische Beziehungen, insbesondere zwischen Längen, Flächen und Volumen, erforschen, Vermutungen formulieren und Erkenntnisse austauschen.","2b,3a",5. - 8. Klasse,45,0
MA.2.B.1.i,"können den Computer zur Erforschung geometrischer Beziehungen nutzen (z.B. die Lage des Umkreismittelpunkts bei spitzwinkligen, rechtwinkligen und stumpfwinkligen Dreiecken).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.1,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können geometrische Beziehungen, insbesondere zwischen Längen, Flächen und Volumen, erforschen, Vermutungen formulieren und Erkenntnisse austauschen.",3a,7. - 8. Klasse,5,0
MA.2.B.1.j,"können geometrische Beziehungen in Vielecken - insbesondere zwischen Winkeln, Längen und Flächen - variieren, dazu Vermutungen austauschen (z.B. die Spitze in einem Dreieck parallel zur Grundlinie verschieben; Winkelbeziehungen in einem Dreiecksgitter).
können dynamische Geometriesoftware zum Erforschen geometrischer Beziehungen verwenden (z.B. das Verhältnis der Teilstrecken bei Seitenhalbierenden; die Lage des Umkreismittelpunkts bei verschiedenen Dreiecken).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.1,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können geometrische Beziehungen, insbesondere zwischen Längen, Flächen und Volumen, erforschen, Vermutungen formulieren und Erkenntnisse austauschen.",3b,9. Klasse,6,0
MA.2.B.1.k,"können Winkel, Strecken und Flächen an Figuren und Körpern systematisch variieren und Vermutungen formulieren (z.B. Winkel über einer Sehne im Kreis, Verhältnis zwischen Kreisdurchmesser und Umfang).
können Kantenlängen, Oberfläche oder Volumen von Körpern systematisch variieren und Zusammenhänge formulieren (z.B. Veränderung von Kantenlängen, Oberflächen und Volumen eines Quaders bei der Halbierung / Verdoppelung aller Kanten).
können geometrische Probleme mit dynamischer Geometriesoftware konstruktiv lösen sowie Figuren und Zusammenhänge systematisch variieren (z.B. die Quadrate über den beiden kleineren Seiten in einem Dreieck mit dem grössten Quadrat vergleichen).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.1,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können geometrische Beziehungen, insbesondere zwischen Längen, Flächen und Volumen, erforschen, Vermutungen formulieren und Erkenntnisse austauschen.",3bo,9. Klasse,6,1
MA.2.B.1.l,"können Probleme aus der kombinatorischen Geometrie untersuchen (z.B. Anzahl Raumdiagonalen in platonischen Körpern).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.1,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können geometrische Beziehungen, insbesondere zwischen Längen, Flächen und Volumen, erforschen, Vermutungen formulieren und Erkenntnisse austauschen.",3bo,9. Klasse,6,1
MA.2.B.2.a,"können Eigenschaften von Figuren und Körpern erforschen und beschreiben (z.B. beim Halbieren eines Quadrates entstehen u.a. Dreiecke oder Rechtecke).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.2,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können Aussagen und Formeln zu geometrischen Beziehungen überprüfen, mit Beispielen belegen und begründen.",1b,1. - 2. Klasse,2,0
MA.2.B.2.b,"können heuristische Strategien verwenden: Linien und Winkel verändern, Beispiele skizzieren, Figuren und Körper vergleichen.
können Würfel- und Quadernetze durch Falten überprüfen.
",MA,Mathematik,Math,#cfe4ff,MA.2.B.2,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können Aussagen und Formeln zu geometrischen Beziehungen überprüfen, mit Beispielen belegen und begründen.",2a,3. - 4. Klasse,3,0
MA.2.B.2.c,"können Aussagen zu geometrischen Beziehungen im Dreieck, Viereck und Kreis überprüfen (z.B. ein Kreis und ein Viereck können sich in mehr als 4 Punkten schneiden).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.2,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können Aussagen und Formeln zu geometrischen Beziehungen überprüfen, mit Beispielen belegen und begründen.",2b,5. - 6. Klasse,4,0
MA.2.B.2.d,"können Aussagen sowie Umfang- und Flächenformeln zu Quadrat und Rechteck überprüfen und begründen oder widerlegen (z.B. in Rechtecken und Quadraten schneiden sich die Diagonalen rechtwinklig).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.2,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können Aussagen und Formeln zu geometrischen Beziehungen überprüfen, mit Beispielen belegen und begründen.","2b,3a",5. - 8. Klasse,45,0
MA.2.B.2.e,"können heuristische Strategien verwenden: planen, skizzieren, Beispiele untersuchen, vorwärts arbeiten, von einer angenommenen Lösung aus rückwärts arbeiten.
können Aussagen und Flächenformeln zu Drei- und Vierecken mit Skizzen und Modellen belegen (z.B. ein Rechteck wird von den Diagonalen in vier flächengleiche Dreiecke zerlegt; der Flächeninhalt eines Rhombus ist halb so gross wie das Produkt der Diagonalenlängen).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.2,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können Aussagen und Formeln zu geometrischen Beziehungen überprüfen, mit Beispielen belegen und begründen.",3a,7. - 8. Klasse,5,0
MA.2.B.2.f,"können Formeln und geometrische Eigenschaften an Beispielen erklären (z.B. Flächenformel zum Dreieck, gleiche Länge der vier Raumdiagonalen im Quader; in einem rechtwinkligen Dreieck betragen die beiden spitzen Winkel zusammen 90°).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.2,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können Aussagen und Formeln zu geometrischen Beziehungen überprüfen, mit Beispielen belegen und begründen.",3b,9. Klasse,6,0
MA.2.B.2.g,"können Volumenformeln für Prismen und Pyramiden erläutern (z.B. einen Würfel durch Schnitte in Pyramiden zerlegen und deren Volumen bestimmen).
können Sätze zur ebenen Geometrie mit Beispielen belegen und die Begründungen nachvollziehen (z.B. Satz von Pythagoras, Peripheriewinkelsatz, Satz von Thales).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.2,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können Aussagen und Formeln zu geometrischen Beziehungen überprüfen, mit Beispielen belegen und begründen.",3bo,9. Klasse,6,1
MA.2.B.2.h,"können geometrisches und algebraisches Wissen verbinden und Folgerungen ziehen (z.B. in einem rechtwinkligen, gleichschenkligen Dreieck können nicht alle Seitenlängen ganzzahlig sein).
",MA,Mathematik,Math,#cfe4ff,MA.2.B.2,Mathematik.Form und Raum.Erforschen und Argumentieren,"Die Schülerinnen und Schüler können Aussagen und Formeln zu geometrischen Beziehungen überprüfen, mit Beispielen belegen und begründen.",3bo,9. Klasse,6,1
MA.2.C.1.a,"können mit verschiedenen Techniken und Materialien Figuren darstellen (z.B. malen, biegen).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,1,Kindergarten - 2. Klasse,12,0
MA.2.C.1.b,"können Objekte als Figuren und Körper darstellen (z.B. Tisch als Rechteck, eine Baumkrone als Kugel).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,1,Kindergarten - 2. Klasse,12,0
MA.2.C.1.c,"können mit Bauklötzen vorgegebene Körper darstellen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,1,Kindergarten - 2. Klasse,12,0
MA.2.C.1.d,"können die Aufsicht von Würfelgebäuden auf Karopapier zeichnen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,"1,2a",Kindergarten - 4. Klasse,123,0
MA.2.C.1.e,"können die Aufsicht, Vorderansicht und Seitenansicht von Quadern und Würfelgebäuden skizzieren.
können Würfelgebäude entsprechend der Aufsicht und Seitenansicht bauen und beschreiben.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,2a,3. - 4. Klasse,3,0
MA.2.C.1.f,"können Würfel und Quader im Schrägbild skizzieren.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,2b,5. - 6. Klasse,4,0
MA.2.C.1.g,"können aus Quadraten und Rechtecken Würfel und Quader herstellen und umgekehrt das Netz von Würfeln und Quadern durch Abwickeln zeichnen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,2b,5. - 6. Klasse,4,0
MA.2.C.1.h,"können zusammengesetzte Körper skizzieren und beschreiben (z.B. aus Schachteln, Rollen und Prismen).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,"2b,3a",5. - 8. Klasse,45,0
MA.2.C.1.i,"können das Schrägbild, die Aufsicht, Vorderansicht und Seitenansicht von rechtwinkligen Körpern in einem Raster zeichnen (z.B. 3 versetzt angeordnete Quader).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,3a,7. - 8. Klasse,5,0
MA.2.C.1.j,"Erweiterung: können Strecken und Ebenen in Quadern und Würfeln skizzieren und zeichnen (z.B. Schnittebenen in einem Quader).
Erweiterung: können am Computer Körper zeichnen bzw. darstellen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,3a,7. - 8. Klasse,5,0
MA.2.C.1.k,"können Prismen und Pyramiden skizzieren und als Schrägbild, in der Aufsicht, Vorderansicht und Seitenansicht darstellen sowie deren Netz zeichnen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,3b,9. Klasse,6,0
MA.2.C.1.l,"können Skizzen für massstabgetreue Modelle anfertigen oder Modelle herstellen (z.B. Netz eines Satteldaches im Massstab 1: 50).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.1,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können Körper und räumliche Beziehungen darstellen.,3o,7. - 9. Klasse,56,1
MA.2.C.2.a,"können symmetrische Figuren durch Falten halbieren (z.B. Dreieck, Quadrat, Rechteck, Kreis, Bäume, Tiere).
können mit der Schere Streifen, Ecken und Rundungen schneiden und sammeln Erfahrungen mit Scherenschnitten.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.",1,Kindergarten - 2. Klasse,12,0
MA.2.C.2.b,"können den Flächeninhalt von Quadraten und Rechtecken halbieren (z.B. ein Rechteck in vier gleiche Streifen falten und 2 von 4 Streifen anmalen).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.",1,Kindergarten - 2. Klasse,12,0
MA.2.C.2.c,"können Quadrate, Rechtecke, Kreise in 2, 4, 8 oder 16 gleich grosse Teile falten.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.",1,Kindergarten - 2. Klasse,12,0
MA.2.C.2.d,"können nach bildlicher Anleitung falten (z.B. ein Schiff).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.","1,2a",Kindergarten - 4. Klasse,123,0
MA.2.C.2.e,"können Rechtecke mit gegebenen Seitenlängen zeichnen.
können Flächenornamente mit Zirkel und Lineal zeichnen, verändern und beschreiben.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.",2a,3. - 4. Klasse,3,0
MA.2.C.2.f,"können mit Rastern, Zirkel und Geodreieck zeichnen (z.B. parallele Linien, rechte Winkel, rechtwinklige Dreiecke, Quadrate und Rechtecke).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.",2b,5. - 6. Klasse,4,0
MA.2.C.2.g,"können Faltungen, Skizzen und Zeichnungen nachvollziehen, beschreiben und überprüfen.
können Winkel übertragen und Winkel mit dem Geodreieck messen.
können mit dem Computer Formen zeichnen, verändern und anordnen.
können in einer Programmierumgebung Befehle zum Zeichnen von Formen eingeben, verändern und die Auswirkungen beschreiben (z.B. vorwärts, links drehen, vorwärts
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.","2b,3a",5. - 8. Klasse,45,0
MA.2.C.2.h,"können Senkrechte, Winkelhalbierende und Mittelsenkrechte mit dem Geodreieck zeichnen.
können Winkelhalbierende, Mittelsenkrechte und gleichseitiges Dreieck mit Zirkel und Lineal konstruieren.
können am Computer Figuren zeichnen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.",3a,7. - 8. Klasse,5,0
MA.2.C.2.i,"können Figuren und geometrische Beziehungen skizzieren und Zeichnungen mit Geodreieck und Zirkel oder dynamischer Geometriesoftware ausführen (z.B. ein Parallelogramm mit a, b und ha zeichnen oder konstruieren).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.",3a,7. - 8. Klasse,5,0
MA.2.C.2.j,"können geometrische Darstellungen und Konstruktionen fachsprachlich beschreiben.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.2,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können Figuren falten, skizzieren, zeichnen und konstruieren sowie Darstellungen zur ebenen Geometrie austauschen und überprüfen.",3bo,9. Klasse,6,1
MA.2.C.3.a,"können verdeckte Figuren und Körper ertasten und nachzeichnen bzw. -formen und beschreiben.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.3,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können sich Figuren und Körper in verschiedenen Lagen vorstellen, Veränderungen darstellen und beschreiben (Kopfgeometrie).",1,Kindergarten - 2. Klasse,12,0
MA.2.C.3.b,"können Unterschiede zwischen sichtbaren Formen oder Raumlagen und Erinnerungsbildern ermitteln.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.3,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können sich Figuren und Körper in verschiedenen Lagen vorstellen, Veränderungen darstellen und beschreiben (Kopfgeometrie).",1,Kindergarten - 2. Klasse,12,0
MA.2.C.3.c,"können Figuren, Körper und deren Anordnung aus der Erinnerung nachzeichnen oder nachbauen (z.B. ein Gebäude mit 7 Würfeln nachbauen oder Stäbe entsprechend einer Vorlage umlegen).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.3,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können sich Figuren und Körper in verschiedenen Lagen vorstellen, Veränderungen darstellen und beschreiben (Kopfgeometrie).",1,Kindergarten - 2. Klasse,12,0
MA.2.C.3.d,"können die Lage einer Figur oder eines Quaders in der Vorstellung verändern sowie Veränderungen beschreiben (z.B. ein Pult im Kopf um 180° drehen).
können Würfel- und Quadernetze in der Vorstellung überprüfen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.3,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können sich Figuren und Körper in verschiedenen Lagen vorstellen, Veränderungen darstellen und beschreiben (Kopfgeometrie).",2,3. - 6. Klasse,34,0
MA.2.C.3.e,"können Körper in der Vorstellung zerlegen und zusammenfügen (z.B. eine vorgegebene Figur aus zwei Teilen des Somawürfels nachbauen).
können Operationen am Modell ausführen und Ergebnisse beschreiben (z.B. einen Würfel 4 Mal kippen, so dass die gleiche Augenzahl wieder oben liegt).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.3,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können sich Figuren und Körper in verschiedenen Lagen vorstellen, Veränderungen darstellen und beschreiben (Kopfgeometrie).",2,3. - 6. Klasse,34,0
MA.2.C.3.f,"können Figuren und Körper in der Vorstellung drehen und schieben (z.B. Ansichten eines Körpers mit 5 bis 8 Würfeln).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.3,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können sich Figuren und Körper in verschiedenen Lagen vorstellen, Veränderungen darstellen und beschreiben (Kopfgeometrie).",3,7. - 9. Klasse,56,0
MA.2.C.3.g,"können Körper in der Vorstellung verändern und Ergebnisse beschreiben (z.B. alle Ecken eines Würfels in der Vorstellung abschleifen und den neuen Körper beschreiben). können Operationen im Kopf ausführen und Ergebnisse darstellen (z.B. ein Würfelgebäude mit 4 Würfeln um 90° drehen und skizzieren).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.3,Mathematik.Form und Raum.Mathematisieren und Darstellen,"Die Schülerinnen und Schüler können sich Figuren und Körper in verschiedenen Lagen vorstellen, Veränderungen darstellen und beschreiben (Kopfgeometrie).",3o,7. - 9. Klasse,56,1
MA.2.C.4.a,"können in einem Punkteraster gezeichnete Grundfiguren und zusammengesetzte Figuren in ein leeres Punkteraster übertragen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,1b,1. - 2. Klasse,2,0
MA.2.C.4.b,"können Positionen in einem Koordinatensystem bestimmen (z.B. Schiffe versenken auf der 100er-Tafel mit den Koordinaten 2 E 5 Z / 7 E 1 Z / ...).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,1b,1. - 2. Klasse,2,0
MA.2.C.4.c,"können Objekte in einem Plan darstellen (z.B. Sitzordnung im Klassenzimmer).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,"1b,2a",1. - 4. Klasse,23,0
MA.2.C.4.d,"können Figuren in einem Koordinatensystem zeichnen, horizontal und vertikal verschieben sowie die Koordinaten der Eckpunkte angeben.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,2a,3. - 4. Klasse,3,0
MA.2.C.4.e,"können Pläne und Fotografien zur Orientierung im Raum lesen und nutzen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,2b,5. - 6. Klasse,4,0
MA.2.C.4.f,"können zu Koordinaten Figuren zeichnen sowie die Koordinaten von Punkten bestimmen (z.B. Figuren auf dem Geobrett nach Koordinaten aufspannen und zeichnen).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,2b,5. - 6. Klasse,4,0
MA.2.C.4.g,"können einen Wohnungsplan nach Massstab zeichnen bzw. entsprechende Pläne lesen.
können Wege und Lagebeziehungen skizzieren (z.B. Schulweg) bzw. entsprechende Pläne nutzen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,"2b,3a",5. - 8. Klasse,45,0
MA.2.C.4.h,"können Lagebeziehungen von Objekten massstabgetreu in einem Koordinatensystem darstellen (z.B. den Pausenplatz).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,3a,7. - 8. Klasse,5,0
MA.2.C.4.i,"können Figuren im kartesischen Koordinatensystem darstellen (auch mit negativen und nicht ganzzahligen Koordinaten).
können in einem Koordinatensystem Abstände und Flächeninhalte berechnen.
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,3bo,9. Klasse,6,1
MA.2.C.4.j,"können geometrische Abbildungen im Koordinatensystem darstellen (z.B. Spiegelung eines Dreiecks an der Geraden x = 2).
",MA,Mathematik,Math,#cfe4ff,MA.2.C.4,Mathematik.Form und Raum.Mathematisieren und Darstellen,Die Schülerinnen und Schüler können in einem Koordinatensystem die Koordinaten von Figuren und Körpern bestimmen bzw. Figuren und Körper aufgrund ihrer Koordinaten darstellen sowie Pläne lesen und zeichnen.,3bo,9. Klasse,6,1
MA.3.A.1.a,"können Gegenstände und Situationen mit lang/kurz (zeitlich und räumlich), schnell/langsam, vorher/nachher, breit/schmal, dick/dünn, gross/klein, schwer/leicht beschreiben.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",1,Kindergarten - 2. Klasse,12,0
MA.3.A.1.b,"verstehen und verwenden die Begriffe Geld, Münzen und Noten zwischen 1 und 20 Franken.
können Unterschiede zwischen Gegenständen und Situationen mit Steigerungsformen beschreiben, insbesondere bezüglich Preisen, Längen, Zeitpunkten, Zeitdauern, Gewichten und Inhalten (z.B. B ist schwerer als A, C ist am schwersten).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",1,Kindergarten - 2. Klasse,12,0
MA.3.A.1.c,"verstehen und verwenden die Begriffe Länge, Meter, Zentimeter, Zeit, Stunden, Minuten, Franken, Rappen, Preis.
können sich an Referenzgrössen orientieren: 1 Zentimeter, 1 Meter.
können Masseinheiten zu Geld und Länge und die Abkürzungen Fr., Rp., cm, m verwenden.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",1,Kindergarten - 2. Klasse,12,0
MA.3.A.1.d,"können mit Münzen und Noten bis 100 Fr. Beträge legen.
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.","1,2a",Kindergarten - 4. Klasse,123,0
MA.3.A.1.e,"verstehen und verwenden die Begriffe Gewicht, Inhalt, Zeitpunkt, Zeitdauer, Sekunde.
können sich an Referenzgrössen orientieren: 1 km, 1 dm, 1 mm, 1 kg, 100 g, 1 l, 1 dl, 1h, 1 min (z.B. 1 kg mit einer Packung Mehl assoziieren).
können Masseinheiten und deren Abkürzungen benennen und verwenden: Längen (km, dm, mm), Hohlmasse (l, dl ), Gewichte (kg, g), Zeit (h, min).
",MA,Mathematik,Math,#cfe4ff,MA.3.A.1,"Mathematik.Grössen, Funktionen, Daten und Zufall.Operieren und Benennen","Die Schülerinnen und Schüler verstehen und verwenden Begriffe und Symbole zu Grössen, Funktionen, Daten und Zufall.",2a,3. - 4. Klasse,3,0
